Importance
0.127
0.1008
0.03620000000000001
0.01640000000000008
0.008000000000000007
0.007800000000000029
0.005600000000000049
0.005400000000000071
0.0046000000000000485
0.0034000000000000696
0.0030000000000000027
0.0026000000000000467
-0.0015999999999999348
